iter	Passed	Remaining
686	7722	3518
687	7734	3507
688	7743	3495
689	7755	3484
690	7767	3473
691	7777	3461
692	7792	3452
693	7804	3441
694	7816	3430
695	7826	3418
696	7839	3408
697	7851	3397
698	7866	3387
699	7886	3379
700	7933	3384
701	7952	3375
702	7963	3364
703	7973	3352
704	7986	3341
705	7998	3330
706	8008	3318
707	8020	3307
708	8032	3296
709	8042	3284
710	8055	3274
711	8068	3263
712	8080	3252
713	8092	3241
714	8103	3230
715	8115	3218
716	8126	3207
717	8136	3195
718	8149	3185
719	8162	3174
720	8173	3162
721	8186	3151
722	8197	3140
723	8209	3129
724	8220	3118
725	8233	3107
726	8245	3096
727	8255	3084
728	8268	3073
729	8281	3062
730	8293	3052
731	8303	3040
732	8319	3030
733	8333	3020
734	8347	3009
735	8360	2998
736	8373	2987
737	8385	2976
738	8399	2966
739	8411	2955
740	8423	2944
741	8435	2933
742	8452	2923
743	8466	2913
744	8477	2901
745	8490	2890
746	8500	2879
747	8512	2867
748	8524	2856
749	8533	2844
750	8546	2833
751	8558	2822
752	8570	2811
753	8579	2799
754	8590	2787
755	8603	2776
756	8611	2764
757	8622	2752
758	8631	2740
759	8641	2728
760	8652	2717
761	8661	2705
762	8674	2694
763	8685	2682
764	8694	2670
765	8707	2660
766	8725	2650
767	8770	2649
768	8783	2638
769	8796	2627
770	8812	2617
771	8838	2610
772	8852	2599
773	8864	2588
774	8874	2576
775	8885	2564
776	8894	2552
777	8908	2542
778	8923	2531
779	8937	2520
780	8955	2511
781	9002	2509
782	9016	2498
783	9027	2487
784	9041	2476
785	9052	2464
786	9062	2452
787	9072	2440
788	9083	2429
789	9092	2417
790	9106	2406
791	9119	2395
792	9132	2383
793	9142	2371
794	9156	2361
795	9169	2350
796	9182	2338
797	9195	2327
798	9206	2316
799	9219	2304
800	9232	2293
801	9245	2282
802	9258	2271
803	9270	2259
804	9282	2248
805	9297	2237
806	9310	2226
807	9320	2214
808	9332	2203
809	9345	2192
810	9357	2180
811	9367	2168
812	9378	2157
813	9387	2145
814	9399	2133
815	9418	2123
816	9430	2112
817	9441	2100
818	9451	2088
819	9464	2077
820	9477	2066
821	9490	2055
822	9500	2043
823	9515	2032
824	9527	2020
825	9540	2009
826	9550	1997
827	9564	1986
828	9576	1975
829	9590	1964
830	9601	1952
831	9612	1940
832	9624	1929
833	9634	1917
834	9646	1906
835	9660	1895
836	9672	1883
837	9683	1871
838	9695	1860
839	9707	1849
840	9719	1837
841	9729	1825
842	9740	1814
843	9753	1802
844	9763	1790
845	9775	1779
846	9788	1768
847	9798	1756
848	9808	1744
849	9819	1732
850	9831	1721
851	9841	1709
852	9852	1697
853	9863	1686
854	9874	1674
855	9886	1663
856	9899	1651
857	9911	1640
858	9923	1628
859	9933	1617
860	9944	1605
861	9955	1593
862	9966	1582
863	9976	1570
864	9989	1559
865	10003	1547
866	10015	1536
867	10025	1524
868	10036	1513
869	10049	1501
870	10060	1490
871	10070	1478
872	10081	1466
873	10091	1454
874	10103	1443
875	10116	1432
876	10127	1420
877	10137	1408
878	10148	1397
879	10157	1385
880	10168	1373
881	10179	1361
882	10188	1350
883	10200	1338
884	10214	1327
885	10225	1315
886	10235	1304
887	10247	1292
888	10260	1281
889	10270	1269
890	10282	1257
891	10293	1246
892	10308	1235
893	10318	1223
894	10335	1212
895	10346	1200
896	10360	1189
897	10372	1178
898	10382	1166
899	10394	1154
900	10405	1143
901	10417	1131
902	10431	1120
903	10443	1109
904	10454	1097
905	10464	1085
906	10475	1074
907	10486	1062
908	10495	1050
909	10507	1039
910	10517	1027
911	10529	1015
912	10540	1004
913	10550	992
914	10561	981
915	10572	969
916	10582	957
917	10593	946
918	10604	934
919	10613	922
920	10624	911
921	10635	899
922	10646	888
923	10658	876
924	10670	865
925	10679	853
926	10695	842
927	10708	830
928	10722	819
929	10736	808
930	10747	796
931	10760	785
932	10775	773
933	10788	762
934	10800	750
